price,price_clean,f_property_type,f_neighbourhood_cleansed,n_bathrooms,n_accommodates,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_maximum_nights,n_days_since,n_dist_to_grand_palace,id,n_accommodates2,n_dist_to_grand_palace2,ln_accommodates,ln_accommodates2,ln_beds,ln_number_of_reviews,f_number_of_reviews,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month,flag_n_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating
2078.0,2078.0,Entire rental unit,Khlong Toei,1.0,2,4.99,83,0.75,60,1.0,180,3311.0,9.958529427061071,1808600,4,99.17230834964131,0.6931471805599453,0.4804530139182014,0.0,4.430816798843313,2,3,0,0,0,0,8.10530751550515,65.69600992090426,532.4863629506061,10962721.0,36297569231.0,1.6074359097634274
2000.0,2000.0,Entire rental unit,Ratchathewi,1.0,3,4.72,76,0.7,27,1.0,1124,3240.0,4.5453338739345694,1816517,9,20.66006002553704,1.0986122886681098,1.206948960812582,0.0,4.343805421853684,2,3,0,0,0,0,8.083637203141548,65.3451904320141,528.2268124225983,10497600.0,34012224000.0,1.5518087995974639
1300.0,1300.0,Entire rental unit,Vadhana,1.0,2,4.33,7,0.06,30,2.0,1125,3282.0,12.0762679640841,1849029,4,145.8362479403639,0.6931471805599453,0.4804530139182014,0.6931471805599453,2.0794415416798357,1,3,0,0,0,0,8.096512917501594,65.55352142327017,530.7549329912243,10771524.0,35352141768.0,1.4655675420143985
1732.0,1732.0,Entire rental unit,Vadhana,2.0,2,4.77,0,0.57,90,1.0,790,1298.0,7.236485297629241,169514,4,52.36671946280417,0.6931471805599453,0.4804530139182014,0.0,0.0,0,3,1,1,1,0,7.1693500166706,51.39957966153473,368.50157730328584,1684804.0,2186875592.0,1.5623463049002497
1200.0,1200.0,Entire rental unit,Sathon,1.0,2,4.58,419,3.77,1,1.0,1125,3333.0,6.8791766642788605,1862089,4,47.32307157835883,0.6931471805599453,0.4804530139182014,0.0,6.040254711277414,2,1,0,0,0,0,8.111928063310739,65.80337690432832,533.7922597708346,11108889.0,37025927037.0,1.5216989981260935
1450.0,1450.0,Entire rental unit,Sathon,1.0,4,4.73,268,2.59,1,4.0,1125,3099.0,6.857209807543598,1862331,16,47.02132634467211,1.3862943611198906,1.9218120556728056,1.3862943611198906,5.594711379601839,2,1,0,0,0,0,8.039157390473237,64.62805154880047,519.5550782404247,9603801.0,29762179299.0,1.5539252025038417
1200.0,1200.0,Entire rental unit,Sathon,1.0,2,4.67,310,3.0,1,1.0,1125,3099.0,6.866295755141283,1862377,4,47.1460173970712,0.6931471805599453,0.4804530139182014,0.0,5.739792912179234,2,1,0,0,0,0,8.039157390473237,64.62805154880047,519.5550782404247,9603801.0,29762179299.0,1.541159071680806
1558.0,1558.0,Entire rental unit,Other,1.0,2,4.14,43,0.39,1,1.0,1125,3290.0,25.968922756403057,1897982,4,674.3849491280286,0.6931471805599453,0.4804530139182014,0.0,3.784189633918261,1,1,0,0,0,0,8.098946748943339,65.59293844221988,531.2337155502573,10824100.0,35611289000.0,1.4206957878372228
1500.0,1500.0,Entire rental unit,Bang Na,1.0,3,4.77,0,0.57,29,1.0,1125,1298.0,15.092125081659134,1926489,9,227.7722394804447,1.0986122886681098,1.206948960812582,0.0,0.0,0,3,1,1,1,0,7.1693500166706,51.39957966153473,368.50157730328584,1684804.0,2186875592.0,1.5623463049002497
890.0,890.0,Entire serviced apartment,Bang Kho laen,1.0,2,4.7,29,0.27,2,1.0,30,3262.0,6.845059258157115,1052180,4,46.854836247682435,0.6931471805599453,0.4804530139182014,0.0,3.4011973816621555,1,2,0,0,0,0,8.09040229659332,65.45460932072247,529.5541215709916,10640644.0,34709780728.0,1.547562508716013
1589.0,1589.0,Entire rental unit,Bang Rak,1.0,2,4.42,36,0.33,1,1.0,1125,3226.0,5.595486400414956,1077493,4,31.309468057228717,0.6931471805599453,0.4804530139182014,0.0,3.6109179126442243,1,1,0,0,0,0,8.079308192051961,65.27522086215792,527.3786266496336,10407076.0,33573227176.0,1.4861396960896067
2355.0,2355.0,Entire rental unit,Vadhana,2.0,4,4.76,19,0.17,30,2.0,365,3441.0,12.743782319972544,1088343,16,162.4039878188448,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.995732273553991,1,3,0,0,0,0,8.143807976771484,66.32160836252685,540.1104432150605,11840481.0,40743095121.0,1.5602476682433286
1271.0,1271.0,Entire rental unit,Chatu Chak,1.5,3,4.87,293,2.72,1,2.0,1125,3235.0,10.827558646728294,1943048,9,117.23602624834064,1.0986122886681098,1.206948960812582,0.6931471805599453,5.683579767338681,2,1,0,0,0,0,8.082093278178382,65.32023175717619,527.9242060137277,10465225.0,33855002875.0,1.5830939370944985
1385.0,1385.0,Entire rental unit,Phra Khanong,1.0,2,4.77,0,0.57,3,1.0,1125,1298.0,13.23411683080533,1980886,4,175.14184829140493,0.6931471805599453,0.4804530139182014,0.0,0.0,0,3,1,1,1,0,7.1693500166706,51.39957966153473,368.50157730328584,1684804.0,2186875592.0,1.5623463049002497
980.0,980.0,Entire rental unit,Bang Kho laen,1.5,2,4.72,18,0.18,2,2.0,30,2943.0,6.842624627073717,1094136,4,46.821511787035725,0.6931471805599453,0.4804530139182014,0.6931471805599453,2.9444389791664403,1,2,0,0,0,0,7.987524479848767,63.80054731618331,509.6084335157637,8661249.0,25490055807.0,1.5518087995974639
970.0,970.0,Entire rental unit,Suanluang,1.0,2,0.0,1,0.01,21,1.0,1100,3467.0,15.973070193177445,1138679,4,255.13897139617376,0.6931471805599453,0.4804530139182014,0.0,0.6931471805599453,1,3,0,0,0,0,8.151333337900432,66.444235185567,541.6091093794092,12020089.0,41673648563.0,-inf
900.0,900.0,Entire rental unit,Chatu Chak,1.0,2,4.9,56,0.43,358,1.0,365,3944.0,10.64053681885639,296960,4,113.22102379343846,0.6931471805599453,0.4804530139182014,0.0,4.04305126783455,2,3,0,0,0,0,8.280204233279974,68.5617821448276,567.7055587568209,15555136.0,61349456384.0,1.589235205116581
600.0,600.0,Entire rental unit,Phra Khanong,1.0,2,4.51,77,0.7,120,1.0,1125,3290.0,13.716653130963868,2070131,4,188.1465731151809,0.6931471805599453,0.4804530139182014,0.0,4.356708826689592,2,3,0,0,0,0,8.098946748943339,65.59293844221988,531.2337155502573,10824100.0,35611289000.0,1.506297153514587
2571.0,2571.0,Entire serviced apartment,Phaya Thai,2.0,5,4.82,109,1.15,3,2.0,365,2835.0,5.952218998115223,1160838,25,35.42891100152379,1.6094379124341003,2.5902903939802346,0.6931471805599453,4.700480365792417,2,3,0,0,0,0,7.950149887652018,63.2048832361334,502.48829535880486,8037225.0,22785532875.0,1.572773928062509
1732.0,1732.0,Entire rental unit,Khlong Toei,2.0,4,4.58,67,0.51,30,2.0,1125,3968.0,9.202511641639335,320014,16,84.68622051450748,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.219507705176107,2,3,0,0,0,0,8.286269452783065,68.66226144412576,568.9539995634636,15745024.0,62476255232.0,1.5216989981260935
3847.0,3847.0,Entire rental unit,Phaya Thai,1.0,3,4.88,34,0.32,9,1.0,1125,3227.0,6.4249805658496415,1206077,9,41.28037527154558,1.0986122886681098,1.206948960812582,0.0,3.5553480614894135,1,3,0,0,0,0,8.07961802938984,65.28022750084136,527.4393030784682,10413529.0,33604458083.0,1.5851452198650557
850.0,850.0,Entire rental unit,Phaya Thai,1.0,2,4.36,14,0.13,30,1.0,180,3281.0,7.493363870089074,2071610,4,56.150502089556305,0.6931471805599453,0.4804530139182014,0.0,2.70805020110221,1,3,0,0,0,0,8.096208271650037,65.54858837793448,530.6950234204165,10764961.0,35319837041.0,1.472472057360943
935.0,935.0,Entire rental unit,Other,2.0,2,4.8,34,0.31,30,1.0,180,3259.0,1.7233204941264435,2075095,4,2.9698335254762096,0.6931471805599453,0.4804530139182014,0.0,3.5553480614894135,1,3,0,0,0,0,8.089482474360754,65.43972670298979,529.3735222907933,10621081.0,34614102979.0,1.5686159179138452
591.0,591.0,Entire rental unit,Chatu Chak,1.0,2,4.77,0,0.57,365,1.0,366,1298.0,8.912322896603111,2076867,4,79.42949941331608,0.6931471805599453,0.4804530139182014,0.0,0.0,0,3,1,1,1,0,7.1693500166706,51.39957966153473,368.50157730328584,1684804.0,2186875592.0,1.5623463049002497
1306.0,1306.0,Entire rental unit,Suanluang,1.0,2,3.0,2,0.02,28,1.0,1125,2922.0,13.823501224174196,2112940,4,191.0891860947455,0.6931471805599453,0.4804530139182014,0.0,1.0986122886681098,1,3,0,0,0,0,7.980365765111246,63.686237744959605,508.23947140861134,8538084.0,24948281448.0,1.0986122886681098
800.0,800.0,Entire rental unit,Sathon,1.0,1,4.6,396,3.02,1,1.0,1125,3935.0,6.8791766642788605,385130,1,47.32307157835883,0.0,0.0,0.0,5.983936280687191,2,1,0,0,0,0,8.277920258172143,68.52396380065676,567.2359081157113,15484225.0,60930425375.0,1.5260563034950492
1385.0,1385.0,Entire rental unit,Phaya Thai,1.0,2,4.33,7,0.07,3,1.0,365,3200.0,6.618855826104803,2118606,4,43.8092524467615,0.6931471805599453,0.4804530139182014,0.0,2.0794415416798357,1,3,0,0,0,0,8.071218539969863,65.14456871995324,525.7960508308274,10240000.0,32768000000.0,1.4655675420143985
1212.0,1212.0,Entire rental unit,Suanluang,1.0,2,4.9,10,0.1,10,1.0,1125,3065.0,14.065077179337493,2124717,4,197.82639606072033,0.6931471805599453,0.4804530139182014,0.0,2.3978952727983707,1,3,0,0,0,0,8.028129059431759,64.45085619489265,517.4197915234752,9394225.0,28793299625.0,1.589235205116581
999.0,999.0,Entire rental unit,Suanluang,1.0,2,4.09,11,0.12,10,1.0,600,2865.0,13.925815682810198,2133513,4,193.92834243160246,0.6931471805599453,0.4804530139182014,0.0,2.4849066497880004,1,3,0,0,0,0,7.960672608388117,63.372308377940875,504.4861994345987,8208225.0,23516564625.0,1.4085449700547104
3097.0,3097.0,Entire rental unit,Parthum Wan,1.0,2,4.85,120,1.03,12,1.0,365,3485.0,5.490113988846921,1227663,4,30.14135161053265,0.6931471805599453,0.4804530139182014,0.0,4.795790545596741,2,3,0,0,0,0,8.156510226079966,66.52865906814706,542.6416880167292,12145225.0,42326109125.0,1.5789787049493917
1747.0,1747.0,Entire rental unit,Khlong San,2.0,4,4.79,80,0.62,30,2.0,60,3852.0,3.73074147825728,385979,16,13.918431977589316,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.394449154672439,2,3,0,0,0,0,8.256607344626158,68.17156484333461,562.8658429801349,14837904.0,57155606208.0,1.5665304114228238
5195.0,5195.0,Entire rental unit,Bang Rak,2.0,4,4.98,95,0.92,3,2.0,1125,3093.0,5.79924972634587,2135883,16,33.631297388522654,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.564348191467836,2,3,0,0,0,0,8.037220031133012,64.59690582884573,519.1795454768118,9566649.0,29589645357.0,1.6054298910365616
2147.0,2147.0,Entire rental unit,Bang Rak,1.0,2,4.85,101,0.95,5,1.0,180,3194.0,5.170463012349546,2162578,4,26.73368776207474,0.6931471805599453,0.4804530139182014,0.0,4.624972813284271,2,3,0,0,0,0,8.069342366811636,65.11428623282121,525.4294685832039,10201636.0,32584025384.0,1.5789787049493917
623.0,623.0,Entire rental unit,Phaya Thai,1.0,2,4.77,0,0.57,365,1.0,365,1298.0,7.8744811195287046,1235695,4,62.00745290181404,0.6931471805599453,0.4804530139182014,0.0,0.0,0,3,1,1,1,0,7.1693500166706,51.39957966153473,368.50157730328584,1684804.0,2186875592.0,1.5623463049002497
829.0,829.0,Entire rental unit,Sathon,1.0,3,4.49,430,3.39,1,1.0,1125,3807.0,6.8791766642788605,393066,9,47.32307157835883,1.0986122886681098,1.206948960812582,0.0,6.066108090103747,2,1,0,0,0,0,8.244859395911256,67.97770645834612,560.4666318055922,14493249.0,55175798943.0,1.501852701754163
703.0,703.0,Entire rental unit,Sathon,1.0,2,4.49,206,1.79,1,1.0,1125,3460.0,4.652095412335342,1296322,4,21.641991725471534,0.6931471805599453,0.4804530139182014,0.0,5.332718793265369,2,1,0,0,0,0,8.149312843635345,66.41129982343999,541.2064586136772,11971600.0,41421736000.0,1.501852701754163
1020.0,1020.0,Entire rental unit,Huai Khwang,1.0,2,4.7,12,0.12,29,1.0,1125,3094.0,8.182367610052175,2206432,4,66.95113970603094,0.6931471805599453,0.4804530139182014,0.0,2.5649493574615367,1,3,0,0,0,0,8.037543185118697,64.602100452648,519.2421722375344,9572836.0,29618354584.0,1.547562508716013
1004.0,1004.0,Entire rental unit,Suanluang,1.0,2,4.17,6,0.08,10,1.0,365,2362.0,14.046523911772248,2234748,4,197.30483400398953,0.6931471805599453,0.4804530139182014,0.0,1.9459101490553132,1,3,0,0,0,0,7.767687277186908,60.33696563617136,468.6786803161519,5579044.0,13177701928.0,1.4279160358107101
1504.0,1504.0,Entire rental unit,Din Daeng,1.0,4,4.68,167,1.54,2,3.0,28,3255.0,9.346596337126728,2262721,16,87.35886308919078,1.3862943611198906,1.9218120556728056,1.0986122886681098,5.123963979403259,2,2,0,0,0,0,8.08825472712243,65.41986453081834,529.1325285391006,10595025.0,34486806375.0,1.5432981099295553
1489.0,1489.0,Entire rental unit,Khlong Toei,1.0,2,4.85,81,0.72,30,1.0,1125,3388.0,10.05036300961695,1316688,4,101.00979662507667,0.6931471805599453,0.4804530139182014,0.0,4.406719247264253,2,3,0,0,0,0,8.128290171607052,66.0691011138438,537.028825230569,11478544.0,38889307072.0,1.5789787049493917
1143.0,1143.0,Entire rental unit,Khlong Toei,1.0,3,4.57,31,0.29,360,1.0,1125,3253.0,11.839566974162043,2266425,9,140.17534613566855,1.0986122886681098,1.206948960812582,0.0,3.4657359027997265,1,3,0,0,0,0,8.087640287778983,65.40992542450572,529.0119480838513,10582009.0,34423275277.0,1.5195132049061133
1009.0,1009.0,Entire rental unit,Ratchathewi,1.0,5,4.79,113,1.2,3,3.0,3000,2824.0,4.524269382965411,2279684,25,20.46901344963822,1.6094379124341003,2.5902903939802346,1.0986122886681098,4.736198448394496,2,3,0,0,0,0,7.946263643580541,63.14310589328989,501.75176670260566,7974976.0,22521332224.0,1.5665304114228238
800.0,800.0,Entire rental unit,Sathon,1.0,1,4.65,192,1.78,1,1.0,1125,3233.0,6.877604666342694,2286703,1,47.301445946498795,0.0,0.0,0.0,5.262690188904886,2,1,0,0,0,0,8.081475040137052,65.31023882435817,527.8030649244404,10452289.0,33792250337.0,1.536867219599265
3740.0,3740.0,Entire rental unit,Vadhana,3.0,6,4.77,18,0.15,7,3.0,366,3699.0,8.858934381082024,407381,36,78.48071836831714,1.791759469228055,3.210401995568401,1.0986122886681098,2.9444389791664403,1,3,0,0,0,0,8.216088098632316,67.50410364448759,554.6196625623168,13682601.0,50611941099.0,1.5623463049002497
1100.0,1100.0,Entire rental unit,Sathon,1.0,2,4.53,146,1.27,1,1.0,1125,3457.0,4.745250665113981,1338489,4,22.517403874764682,0.6931471805599453,0.4804530139182014,0.0,4.990432586778736,2,1,0,0,0,0,8.148445666243235,66.39716677571816,541.03370586443,11950849.0,41314084993.0,1.5107219394949427
800.0,800.0,Entire rental unit,Sathon,1.0,1,4.52,325,2.67,1,1.0,1125,3652.0,6.8791766642788605,413824,1,47.32307157835883,0.0,0.0,0.0,5.786897381366708,2,1,0,0,0,0,8.203304026795282,67.29419695603568,552.0347568694023,13337104.0,48707103808.0,1.5085119938441398
609.0,609.0,Entire rental unit,Sathon,1.0,2,4.67,156,1.45,1,1.0,1125,3224.0,6.8791766642788605,2294502,4,47.32307157835883,0.6931471805599453,0.4804530139182014,0.0,5.056245805348308,2,1,0,0,0,0,8.078688229229872,65.26520350509729,527.2572313349216,10394176.0,33510823424.0,1.541159071680806
1143.0,1143.0,Entire rental unit,Yan na wa,1.0,3,4.56,35,0.27,200,1.0,365,3847.0,7.391883086350839,428360,9,54.63993556227961,1.0986122886681098,1.206948960812582,0.0,3.58351893845611,1,3,0,0,0,0,8.255308811785596,68.15012357794491,562.600315697286,14799409.0,56933326423.0,1.5173226235262947
540.0,540.0,Entire rental unit,Huai Khwang,1.0,2,4.84,25,0.32,28,1.0,1125,2332.0,10.180832892180634,2297767,4,103.64935837850709,0.6931471805599453,0.4804530139182014,0.0,3.258096538021482,1,3,0,0,0,0,7.75491027202143,60.13863332710349,466.36970533368515,5438224.0,12681938368.0,1.5769147207285403
1750.0,1750.0,Entire rental unit,Bang Na,1.0,6,4.77,0,0.57,28,1.0,1125,1298.0,14.749834915729659,1341114,36,217.55763004127775,1.791759469228055,3.210401995568401,0.0,0.0,0,3,1,1,1,0,7.1693500166706,51.39957966153473,368.50157730328584,1684804.0,2186875592.0,1.5623463049002497
999.0,999.0,Entire rental unit,Phra Khanong,1.0,2,4.59,103,0.96,5,1.0,100,3222.0,13.742734498552815,2300491,4,188.8627514977137,0.6931471805599453,0.4804530139182014,0.0,4.6443908991413725,2,3,0,0,0,0,8.078067881815437,65.25518070321814,527.1357793607291,10381284.0,33448497048.0,1.5238800240724537
700.0,700.0,Entire rental unit,Bang Kho laen,1.0,2,4.79,40,0.31,365,1.0,1125,3855.0,6.854124970547915,428421,4,46.97902911188845,0.6931471805599453,0.4804530139182014,0.0,3.713572066704308,1,3,0,0,0,0,8.257385655730436,68.18441786746277,563.0250340431171,14861025.0,57289251375.0,1.5665304114228238
831.0,831.0,Entire rental unit,Bang Kho laen,1.0,2,4.42,14,0.11,365,1.0,1125,3764.0,6.772319772240208,428907,4,45.86431509747567,0.6931471805599453,0.4804530139182014,0.0,2.70805020110221,1,3,0,0,0,0,8.233503140233994,67.79057396024304,558.1539035799259,14167696.0,53327207744.0,1.4861396960896067
790.0,790.0,Entire rental unit,Bang Kho laen,1.0,2,4.62,127,1.0,1,1.0,1125,3815.0,7.077518075120236,428950,4,50.09126210365365,0.6931471805599453,0.4804530139182014,0.0,4.852030263919617,2,1,0,0,0,0,8.246958032568177,68.01231679094077,560.8947222726205,14554225.0,55524368375.0,1.5303947050936475
1845.0,1845.0,Entire rental unit,Khlong Toei,1.5,2,4.88,129,1.22,3,1.0,1125,3180.0,7.538174763765047,2321290,4,56.82407876906423,0.6931471805599453,0.4804530139182014,0.0,4.867534450455582,2,3,0,0,0,0,8.064950891749143,65.0434328863253,524.5720920589948,10112400.0,32157432000.0,1.5851452198650557
888.0,888.0,Entire rental unit,Huai Khwang,1.0,2,4.68,53,0.46,7,1.0,365,3438.0,11.719966078167424,1341890,4,137.3576048733951,0.6931471805599453,0.4804530139182014,0.0,3.9889840465642745,2,3,0,0,0,0,8.142936010432265,66.30740686999454,539.9369711600623,11819844.0,40636623672.0,1.5432981099295553
720.0,720.0,Entire rental unit,Bang Kho laen,1.0,2,4.64,26,0.23,365,1.0,365,3320.0,6.467970017044067,430691,4,41.834636141381026,0.6931471805599453,0.4804530139182014,0.0,3.295836866004329,1,3,0,0,0,0,8.108021221376747,65.74000812629568,533.0213809814852,11022400.0,36594368000.0,1.534714366238164
950.0,950.0,Entire rental unit,Sathon,1.0,2,4.51,109,0.95,1,1.0,1125,3455.0,4.407295630453893,1350390,4,19.424254774217978,0.6931471805599453,0.4804530139182014,0.0,4.700480365792417,2,1,0,0,0,0,8.147867129923947,66.3877387668951,540.9184745287623,11937025.0,41242421375.0,1.506297153514587
890.0,890.0,Entire rental unit,Bang Kho laen,1.0,2,4.67,48,0.38,1,1.0,1125,3750.0,6.802962646027405,430703,4,46.28030076324419,0.6931471805599453,0.4804530139182014,0.0,3.8918202981106265,1,1,0,0,0,0,8.229777750081887,67.72924181574288,557.3966073251165,14062500.0,52734375000.0,1.541159071680806
1211.0,1211.0,Entire rental unit,Bang Kho laen,1.0,3,5.0,8,0.07,365,1.0,1125,3680.0,6.44878245317495,430706,9,41.58679512837712,1.0986122886681098,1.206948960812582,0.0,2.1972245773362196,1,3,0,0,0,0,8.210939733379021,67.41953130518235,553.5777083995125,13542400.0,49836032000.0,1.6094379124341003
5500.0,5500.0,Entire rental unit,Bang Rak,2.0,4,4.96,25,0.25,2,2.0,1125,2964.0,4.472510242395238,2360167,16,20.00334786833031,1.3862943611198906,1.9218120556728056,0.6931471805599453,3.258096538021482,1,2,0,0,0,0,7.994632311431825,63.91414579498977,510.97009513018975,8785296.0,26039617344.0,1.601405740736836
1336.0,1336.0,Entire rental unit,Ratchathewi,1.0,4,4.23,77,0.71,5,1.0,1125,3236.0,4.187699992436658,2368241,16,17.53683122665398,1.3862943611198906,1.9218120556728056,0.0,4.356708826689592,2,3,0,0,0,0,8.082402253926244,65.32522619427202,527.9847554308259,10471696.0,33886408256.0,1.4422019930581866
929.0,929.0,Entire rental unit,Bang Kho laen,1.0,2,4.6,60,0.47,1,1.0,1125,3825.0,6.777670982863778,449782,4,45.93682395195364,0.6931471805599453,0.4804530139182014,0.0,4.110873864173311,2,1,0,0,0,0,8.249575150000199,68.0554901555008,561.4288804079026,14630625.0,55962140625.0,1.5260563034950492
1635.0,1635.0,Entire rental unit,Khlong San,1.0,4,4.69,88,0.8,3,2.0,1125,3285.0,3.629442006692839,1412787,16,13.17284927994654,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.48863636973214,2,3,0,0,0,0,8.097426298597213,65.56831266121377,530.934579297557,10791225.0,35449174125.0,1.545432582458188
2250.0,2250.0,Entire rental unit,Parthum Wan,2.0,2,4.92,92,0.81,7,2.0,1125,3427.0,6.178359856691775,1419797,4,38.172130518780406,0.6931471805599453,0.4804530139182014,0.6931471805599453,4.532599493153256,2,3,0,0,0,0,8.13973227971767,66.25524158547782,539.2999286338063,11744329.0,40247815483.0,1.5933085305042167
720.0,720.0,Entire rental unit,Bang Kho laen,1.0,2,4.6,40,0.4,1,1.0,1125,2990.0,6.811986198502482,450464,4,46.4031559685883,0.6931471805599453,0.4804530139182014,0.0,3.713572066704308,1,1,0,0,0,0,8.003363058629947,64.0538202482425,512.645978738907,8940100.0,26730899000.0,1.5260563034950492
